symbol,ts,open,high,low,close,volume,interval
AMZN,2026-03-05T17:30:00.000Z,217.53,217.84,217.13,217.13,401687,5min
AMZN,2026-03-05T17:35:00.000Z,217.16,217.89,216.96,217.65,239355,5min
AMZN,2026-03-05T17:40:00.000Z,217.68,217.94,217.41,217.6,209957,5min
AMZN,2026-03-05T17:45:00.000Z,217.6,218.08,217.58,217.86,334262,5min
AMZN,2026-03-05T17:50:00.000Z,217.88,218.22,217.62,217.73,570212,5min
AMZN,2026-03-05T17:55:00.000Z,217.72,217.96,217.13,217.84,383759,5min
AMZN,2026-03-05T18:00:00.000Z,217.84,218.08,217.67,218,310193,5min
AMZN,2026-03-05T18:05:00.000Z,217.97,218.31,217.92,218.21,276911,5min
AMZN,2026-03-05T18:10:00.000Z,218.19,218.26,217.32,218.02,384854,5min
AMZN,2026-03-05T18:15:00.000Z,218.02,218.09,217.18,217.2,301304,5min
AMZN,2026-03-05T18:20:00.000Z,217.19,217.77,217.12,217.7,348703,5min
AMZN,2026-03-05T18:25:00.000Z,217.7,217.74,216.96,217.1,280899,5min
AMZN,2026-03-05T18:30:00.000Z,217.08,217.34,216.95,217.08,261226,5min
AMZN,2026-03-05T18:35:00.000Z,217.09,217.5,216.99,217.24,252636,5min
AMZN,2026-03-05T18:40:00.000Z,217.26,217.75,217.26,217.72,226300,5min
AMZN,2026-03-05T18:45:00.000Z,217.7,217.74,217.22,217.46,296920,5min
AMZN,2026-03-05T18:50:00.000Z,217.44,217.44,216.83,216.91,312111,5min
AMZN,2026-03-05T18:55:00.000Z,216.93,217.54,216.93,217.38,225464,5min
AMZN,2026-03-05T19:00:00.000Z,217.39,217.71,217.28,217.46,247449,5min
AMZN,2026-03-05T19:05:00.000Z,217.46,217.75,217.45,217.66,195501,5min
AMZN,2026-03-05T19:10:00.000Z,217.67,217.71,217.36,217.47,161142,5min
AMZN,2026-03-05T19:15:00.000Z,217.47,217.48,217.1,217.42,297156,5min
AMZN,2026-03-05T19:20:00.000Z,217.43,217.79,217.43,217.7,274069,5min
AMZN,2026-03-05T19:25:00.000Z,217.71,217.82,217.3,217.8,236407,5min
AMZN,2026-03-05T19:30:00.000Z,217.82,217.82,217.22,217.47,309803,5min
AMZN,2026-03-05T19:35:00.000Z,217.48,217.7,217.24,217.28,213016,5min
AMZN,2026-03-05T19:40:00.000Z,217.28,217.87,217.2,217.87,263082,5min
AMZN,2026-03-05T19:45:00.000Z,217.86,218.1,217.71,218,293228,5min
AMZN,2026-03-05T19:50:00.000Z,218.02,218.17,217.84,217.85,278994,5min
AMZN,2026-03-05T19:55:00.000Z,217.84,218.19,217.77,218.12,322590,5min
AMZN,2026-03-05T20:00:00.000Z,218.1,218.46,217.59,218.38,460973,5min
AMZN,2026-03-05T20:05:00.000Z,218.36,218.56,217.91,218.42,452575,5min
AMZN,2026-03-05T20:10:00.000Z,218.43,218.81,218.3,218.45,520089,5min
AMZN,2026-03-05T20:15:00.000Z,218.45,218.61,218.12,218.43,343649,5min
AMZN,2026-03-05T20:20:00.000Z,218.45,219.08,218.35,219.07,443117,5min
AMZN,2026-03-05T20:25:00.000Z,219.08,219.31,218.69,218.8,582911,5min
AMZN,2026-03-05T20:30:00.000Z,218.78,219.53,218.72,219.49,678931,5min
AMZN,2026-03-05T20:35:00.000Z,219.5,219.73,219.43,219.49,660773,5min
AMZN,2026-03-05T20:40:00.000Z,219.49,219.5,218.98,219.31,515596,5min
AMZN,2026-03-05T20:45:00.000Z,219.3,219.5,218.82,219.45,883248,5min
AMZN,2026-03-05T20:50:00.000Z,219.44,219.77,219.11,219.34,1207147,5min
AMZN,2026-03-05T20:55:00.000Z,219.34,219.41,218.73,218.86,1693714,5min
AMZN,2026-03-06T14:30:00.000Z,215.1,216.71,214.99,216.2,1645294,5min
AMZN,2026-03-06T14:35:00.000Z,216.21,216.96,215.89,216.72,727179,5min
AMZN,2026-03-06T14:40:00.000Z,216.75,217.32,216.04,216.12,596936,5min
AMZN,2026-03-06T14:45:00.000Z,216.12,216.25,215,215.36,762230,5min
AMZN,2026-03-06T14:50:00.000Z,215.37,215.96,214.96,215.14,627473,5min
AMZN,2026-03-06T14:55:00.000Z,215.14,215.19,214.18,214.51,744271,5min
AMZN,2026-03-06T15:00:00.000Z,214.51,215.62,214.44,215.6,643005,5min
AMZN,2026-03-06T15:05:00.000Z,215.61,215.74,214.28,214.48,565357,5min
AMZN,2026-03-06T15:10:00.000Z,214.5,215.39,214.33,215.31,473967,5min
AMZN,2026-03-06T15:15:00.000Z,215.27,215.28,214.45,215.05,412382,5min
AMZN,2026-03-06T15:20:00.000Z,215.06,215.73,214.95,215.49,367867,5min
AMZN,2026-03-06T15:25:00.000Z,215.49,215.49,214.93,215.13,278821,5min
AMZN,2026-03-06T15:30:00.000Z,215.15,215.37,214.76,215.01,326330,5min
AMZN,2026-03-06T15:35:00.000Z,215.01,215.5,214.78,215.35,356495,5min
AMZN,2026-03-06T15:40:00.000Z,215.34,215.47,214.43,214.98,322299,5min
AMZN,2026-03-06T15:45:00.000Z,214.99,215.25,214.88,215.1,357058,5min
AMZN,2026-03-06T15:50:00.000Z,215.11,215.16,214.71,215.16,486517,5min
